// According to fewest_remaining_solutions(…) / number of solutions = expected number of remaining solutions after guess
  961. 109.68 'liard'
  962. 109.72 'sient'
  963. 109.75 'almes'
  964. 109.77 'noria'
  965. 109.78 'raids'
  966. 109.80 'kesar'
  967. 109.85 'iotas'
  968. 109.86 'elint'
  969. 109.86 'arcos'
  970. 109.90 'geals'
  971. 109.95 'saver'
  972. 109.96 'daces'
  973. 109.96 'cites'
  974. 109.96 'ultra'
  975. 109.97 'prent'
  976. 109.98 'resty'
  977. 109.99 'rugae'
  978. 110.00 'faine'
  979. 110.00 'litas'
  980. 110.01 'after'
  981. 110.05 'blaes'
  982. 110.06 'losed'
  983. 110.07 'loave'
  984. 110.07 'lithe'
  985. 110.08 'nails'
  986. 110.13 'agers'
  987. 110.16 'telic'
  988. 110.22 'auris'
  989. 110.22 'teams'
  990. 110.27 'honer'
  991. 110.28 'toils'
  992. 110.31 'lepta'
  993. 110.33 'tices'
  994. 110.34 'helot'
  995. 110.36 'motel'
  996. 110.37 'trads'
  997. 110.37 'stead'
  998. 110.41 'payer'
  999. 110.42 'ronde'
 1000. 110.45 'roads'
 1001. 110.48 'entia'
 1002. 110.55 'glair'
 1003. 110.56 'sepal'
 1004. 110.56 'alike'
 1005. 110.57 'holes'
 1006. 110.60 'timer'
 1007. 110.61 'celts'
 1008. 110.61 'meats'
 1009. 110.66 'tains'
 1010. 110.67 'amine'
 1011. 110.68 'fears'
 1012. 110.70 'torah'
 1013. 110.71 'carns'
 1014. 110.72 'alowe'
 1015. 110.75 'sayed'
 1016. 110.76 'meals'
 1017. 110.79 'groat'
 1018. 110.79 'napes'
 1019. 110.83 'arene'
 1020. 110.84 'slope'
 1021. 110.85 'rodes'
 1022. 110.86 'rides'
 1023. 110.89 'liens'
 1024. 110.96 'usnea'
 1025. 110.96 'peans'
 1026. 111.00 'pause'
 1027. 111.00 'pared'
 1028. 111.03 'older'
 1029. 111.06 'heard'
 1030. 111.08 'penal'
 1031. 111.09 'remit'
 1032. 111.10 'coati'
 1033. 111.10 'farce'
 1034. 111.12 'heats'
 1035. 111.16 'snort'
 1036. 111.16 'stoai'
